LESOTHO,BEREA,TSOANA-MAKHULO,HA 'NEKO
LESOTHO,LERIBE,KOLONYAMA,HA 'NENA MAJAKANENG
LESOTHO,LERIBE,KOLONYAMA,HA 'NENA NTSIRELE
LESOTHO,MAFETENG,THABANA-MORENA,HA 'NGOAE
LESOTHO,MAFETENG,QALABANE,HA 'NGOAE MAHLAKUNG
LESOTHO,THABA-TSEKA,MANTS'ONYANE,HA 'NOKOANE
LESOTHO,LERIBE,THABA-PHATS'OA,HA 'NYANE
LESOTHO,QUTHING,SEBAPALA,HA 'NYOLO
LESOTHO,QACHA'S NEK,QACHA'S NEK,HA -MANTEKO
LESOTHO,QACHA'S NEK,QACHA'S NEK,HA -MOEKETSI
LESOTHO,MASERU,MAKHALENG,HA ABELE
LESOTHO,BEREA,BELA-BELA,HA ABIA
LESOTHO,MASERU,ABIA,HA ABIA
LESOTHO,LERIBE,MAHOBONG,HA ABIEL
LESOTHO,MASERU,MATSIENG,HA ABITARA AUPLASI
LESOTHO,MOHALE'S HOEK,KETANE,HA ADAM
LESOTHO,MASERU,MAKHALENG,HA ADAM ( TS'OLA MOTHIBELI)
LESOTHO,LERIBE,PEKA,HA AKABE
LESOTHO,QACHA'S NEK,TSOELIKE,HA APEAL MAKHOARENG
LESOTHO,QACHA'S NEK,TSOELIKE,HA APEAL POPI
LESOTHO,MASERU,MAKHALENG,HA API
LESOTHO,MOHALE'S HOEK,KETANE,HA ARIEL MOSOLA
LESOTHO,BEREA,'MAKHOROANA,HA ARONE
LESOTHO,QACHA'S NEK,QACHA'S NEK,HA ARONE SEPHOKONG
LESOTHO,LERIBE,LERIBE,HA AU
LESOTHO,MASERU,QEME,HA AU
LESOTHO,MASERU,MATSIENG,HA AU
LESOTHO,LERIBE,LERIBE,HA AU LITHOTENG
LESOTHO,LERIBE,LERIBE,HA AU MOTSE-MOCHA
LESOTHO,MAFETENG,QALABANE,HA AUJONG
LESOTHO,MOHALE'S HOEK,KETANE,HA AUSTENE LENKA
LESOTHO,MAFETENG,MATELILE,HA AZAELE
LESOTHO,BOTHA-BOTHE,HOLOLO,HA BAFOKENG
LESOTHO,MAFETENG,THABA-PHECHELA,HA BAGOMI
LESOTHO,LERIBE,MALIBA-MATSO,HA BAKANE
LESOTHO,MOHALE'S HOEK,KETANE,HA BAKHAFI
LESOTHO,MASERU,MATSIENG,HA BAKORO
LESOTHO,BEREA,MALIMONG,HA BALE
LESOTHO,MOHALE'S HOEK,QAQATU,HA BALETSI
LESOTHO,BOTHA-BOTHE,MECHACHANE,HA BALIMO
LESOTHO,QACHA'S NEK,LEBAKENG,HA BANTOMO
LESOTHO,LERIBE,LIKHETLANE,HA BARETE
LESOTHO,LERIBE,LIKHETLANE,HA BARETE HA 'MATAU
LESOTHO,LERIBE,LIKHETLANE,HA BARETE KHOHLONG
LESOTHO,MASERU,MALETSUNYANE,HA BASE
LESOTHO,MASERU,MATSIENG,HA BATERE
LESOTHO,MOHALE'S HOEK,KETANE,HA BATI
LESOTHO,MOHALE'S HOEK,KETANE,HA BATI HLOAHLOENG
LESOTHO,MOHALE'S HOEK,KETANE,HA BATI METHEOANENG
LESOTHO,MOHALE'S HOEK,QAQATU,HA BEKA
LESOTHO,MOHALE'S HOEK,QAQATU,HA BEKETSANE
LESOTHO,QACHA'S NEK,QACHA'S NEK,HA BELEBESI PETLAMANE
LESOTHO,MOHALE'S HOEK,MPHARANE,HA BELEMANE
